,platform,launch_month,ad_category_id,dev_cost,marketing_cost,users_reached,downloads_or_accesses,avg_bounce_rate,cumulative_feedback_from_customers,city_id
9908,E-paper Mobile Web,2021-09,A003,208645,76634,36252,16641,63.53,nan,C216
9909,E-paper Mobile Web,2021-10,A001,160259,108189,33987,19527,41.95,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C216
9910,E-paper Mobile Web,2021-11,A003,197276,86878,20681,11149,46.44,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C216
9911,E-paper Mobile Web,2021-12,A002,211411,76042,32914,9531,87.87,"The site takes too long to load on average phones.
People didn’t wait around.",C216
9912,Mobile App Beta,2021-01,A003,192063,77855,34147,15937,63.17,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C216
9913,Mobile App Beta,2021-02,A002,206777,70524,32355,5119,40.12,nan,C216
9914,Mobile App Beta,2021-03,A001,107218,97180,27127,18657,32.78,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C216
9915,Mobile App Beta,2021-04,A002,222479,82675,21278,24969,30.3,"The site takes too long to load on average phones.
People didn’t wait around.",C216
9916,Mobile App Beta,2021-05,A004,203731,29488,26539,12199,60.07,nan,C216
9917,Mobile App Beta,2021-06,A002,273926,41808,26915,10730,77.02,"The site takes too long to load on average phones.
People didn’t wait around.",C216
9918,Mobile App Beta,2021-07,A004,105682,88158,38464,18478,44.81,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C216
9919,Mobile App Beta,2021-08,A004,213039,68750,24155,10207,52.82,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C216
9920,Mobile App Beta,2021-09,A002,168343,37289,34409,17231,53.44,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C216
9921,Mobile App Beta,2021-10,A004,223212,72930,13162,11776,72.94,nan,C216
9922,Mobile App Beta,2021-11,A003,218531,68117,16640,15678,42.53,"The site takes too long to load on average phones.
People didn’t wait around.",C216
9923,Mobile App Beta,2021-12,A003,245670,90736,35164,11572,76.13,nan,C216
9924,Responsive Web Version,2021-01,A002,181557,84077,22415,18849,77.4,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C216
9925,Responsive Web Version,2021-02,A002,220987,64708,30167,23899,64.79,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C216
9926,Responsive Web Version,2021-03,A004,264120,74462,35584,17029,42.64,"The site takes too long to load on average phones.
People didn’t wait around.",C216
9927,Responsive Web Version,2021-04,A001,217662,121026,18140,24248,67.76,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C216
9928,Responsive Web Version,2021-05,A003,168134,62277,24112,12676,72.67,"The site takes too long to load on average phones.
People didn’t wait around.",C216
9929,Responsive Web Version,2021-06,A002,137215,83121,24457,17806,75.34,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C216
9930,Responsive Web Version,2021-07,A004,186456,80345,35194,15266,60.78,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C216
9931,Responsive Web Version,2021-08,A002,131787,71392,18012,17905,46.14,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C216
9932,Responsive Web Version,2021-09,A001,181258,63612,28066,18222,43.31,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C216
9933,Responsive Web Version,2021-10,A002,164474,91024,19863,9734,51.61,"The site takes too long to load on average phones.
People didn’t wait around.",C216
9934,Responsive Web Version,2021-11,A001,205075,65705,28388,8812,68.59,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C216
9935,Responsive Web Version,2021-12,A004,247836,67137,23288,21995,38.68,"The site takes too long to load on average phones.
People didn’t wait around.",C216
9936,PDF WhatsApp Push,2021-01,A002,104743,77996,52437,4058,40.29,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C217
9937,PDF WhatsApp Push,2021-02,A004,174301,69888,17483,12251,44.68,"The site takes too long to load on average phones.
People didn’t wait around.",C217
9938,PDF WhatsApp Push,2021-03,A003,242082,65538,23227,13023,70.16,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C217
9939,PDF WhatsApp Push,2021-04,A002,168279,68792,10732,16880,57.85,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C217
9940,PDF WhatsApp Push,2021-05,A001,162439,98000,24581,14078,67.6,"The site takes too long to load on average phones.
People didn’t wait around.",C217
9941,PDF WhatsApp Push,2021-06,A004,261674,81732,30381,23927,80.78,nan,C217
9942,PDF WhatsApp Push,2021-07,A001,224195,71554,17127,17570,53.97,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C217
9943,PDF WhatsApp Push,2021-08,A003,207516,59319,18575,23363,47.3,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C217
9944,PDF WhatsApp Push,2021-09,A001,131599,52710,50766,18082,70.55,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C217
9945,PDF WhatsApp Push,2021-10,A004,248622,96588,33791,13603,72.44,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C217
9946,PDF WhatsApp Push,2021-11,A003,230930,82533,39227,26541,80.22,"The site takes too long to load on average phones.
People didn’t wait around.",C217
9947,PDF WhatsApp Push,2021-12,A002,233430,87626,32541,16221,89.84,"The site takes too long to load on average phones.
People didn’t wait around.",C217
9948,E-paper Mobile Web,2021-01,A004,195250,67219,31834,4625,68.99,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C217
9949,E-paper Mobile Web,2021-02,A001,217657,62030,19428,8883,82.5,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C217
9950,E-paper Mobile Web,2021-03,A004,293273,71854,18677,14374,67.87,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C217
9951,E-paper Mobile Web,2021-04,A004,170820,68569,29220,10341,53.55,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C217
9952,E-paper Mobile Web,2021-05,A001,229369,61185,37599,6038,87.78,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C217
9953,E-paper Mobile Web,2021-06,A003,260373,91257,8595,14470,42.58,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C217
9954,E-paper Mobile Web,2021-07,A001,175323,65636,29658,26428,80.67,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C217
9955,E-paper Mobile Web,2021-08,A004,258669,86006,14410,6900,63.9,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C217
9956,E-paper Mobile Web,2021-09,A003,223202,69589,23449,6959,67.03,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C217
9957,E-paper Mobile Web,2021-10,A001,212730,68754,30033,15718,79.09,nan,C217
9958,E-paper Mobile Web,2021-11,A004,212754,84333,18155,20682,52.19,nan,C217
9959,E-paper Mobile Web,2021-12,A002,204199,71843,6543,14626,56.57,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C217
9960,Mobile App Beta,2021-01,A003,156530,59384,25648,9767,48.05,nan,C217
9961,Mobile App Beta,2021-02,A002,189638,82814,24567,4988,87.9,"The site takes too long to load on average phones.
People didn’t wait around.",C217
9962,Mobile App Beta,2021-03,A003,178434,42357,23628,18545,45.9,"The site takes too long to load on average phones.
People didn’t wait around.",C217
9963,Mobile App Beta,2021-04,A004,171181,41592,21907,8244,77.67,"The site takes too long to load on average phones.
People didn’t wait around.",C217
9964,Mobile App Beta,2021-05,A002,254792,84066,1646,13645,74.73,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C217
9965,Mobile App Beta,2021-06,A001,208325,76604,26184,19210,71.55,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C217
9966,Mobile App Beta,2021-07,A003,243416,48126,31321,14039,58.06,"The site takes too long to load on average phones.
People didn’t wait around.",C217
9967,Mobile App Beta,2021-08,A001,266765,75543,26104,14817,57.95,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C217
9968,Mobile App Beta,2021-09,A004,226365,90357,28454,17443,63.16,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C217
9969,Mobile App Beta,2021-10,A003,211619,63650,18383,12058,43.84,nan,C217
9970,Mobile App Beta,2021-11,A003,209726,64656,24045,5856,65.94,"The site takes too long to load on average phones.
People didn’t wait around.",C217
9971,Mobile App Beta,2021-12,A002,198177,88768,32377,21489,45.44,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C217
9972,Responsive Web Version,2021-01,A001,199871,79342,21016,8207,48.0,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C217
9973,Responsive Web Version,2021-02,A002,288506,75256,25388,14318,58.65,"The site takes too long to load on average phones.
People didn’t wait around.",C217
9974,Responsive Web Version,2021-03,A004,248204,70406,15740,11663,61.43,"The site takes too long to load on average phones.
People didn’t wait around.",C217
9975,Responsive Web Version,2021-04,A001,69143,65395,32425,14716,73.6,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C217
9976,Responsive Web Version,2021-05,A002,157066,44994,25594,20860,53.14,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C217
9977,Responsive Web Version,2021-06,A001,98946,74959,15664,11758,46.94,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C217
9978,Responsive Web Version,2021-07,A003,220893,82187,24062,23284,58.4,"The site takes too long to load on average phones.
People didn’t wait around.",C217
9979,Responsive Web Version,2021-08,A004,189363,78225,15114,11646,68.43,"The site takes too long to load on average phones.
People didn’t wait around.",C217
9980,Responsive Web Version,2021-09,A003,216616,37261,31005,14296,86.1,"The site takes too long to load on average phones.
People didn’t wait around.",C217
9981,Responsive Web Version,2021-10,A002,217954,98418,27746,14744,77.59,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C217
9982,Responsive Web Version,2021-11,A001,252427,112443,23285,15749,96.58,"The site takes too long to load on average phones.
People didn’t wait around.",C217
9983,Responsive Web Version,2021-12,A001,173275,32357,18151,15887,60.43,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C217
9984,PDF WhatsApp Push,2021-01,A004,143820,42102,29133,8605,85.91,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C218
9985,PDF WhatsApp Push,2021-02,A002,213598,88805,32342,14667,65.32,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C218
9986,PDF WhatsApp Push,2021-03,A004,178042,79947,32911,31096,52.75,"The site takes too long to load on average phones.
People didn’t wait around.",C218
9987,PDF WhatsApp Push,2021-04,A001,243041,38484,14349,19516,45.05,"The site takes too long to load on average phones.
People didn’t wait around.",C218
9988,PDF WhatsApp Push,2021-05,A003,139545,53653,19317,14058,64.07,"The site takes too long to load on average phones.
People didn’t wait around.",C218
9989,PDF WhatsApp Push,2021-06,A001,276447,93703,32875,20686,76.16,"The site takes too long to load on average phones.
People didn’t wait around.",C218
9990,PDF WhatsApp Push,2021-07,A002,246498,54849,24588,12516,65.62,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C218
9991,PDF WhatsApp Push,2021-08,A001,139824,42646,17080,14646,56.15,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C218
9992,PDF WhatsApp Push,2021-09,A004,178816,80970,35572,14381,84.07,"The site takes too long to load on average phones.
People didn’t wait around.",C218
9993,PDF WhatsApp Push,2021-10,A001,169871,44802,25745,27292,73.75,"The site takes too long to load on average phones.
People didn’t wait around.",C218
9994,PDF WhatsApp Push,2021-11,A001,248651,71061,22858,22305,48.61,nan,C218
9995,PDF WhatsApp Push,2021-12,A002,260005,68946,19307,15674,39.56,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C218
9996,E-paper Mobile Web,2021-01,A004,171725,69340,29816,16564,76.37,"The site takes too long to load on average phones.
People didn’t wait around.",C218
9997,E-paper Mobile Web,2021-02,A001,217397,79017,17978,5882,53.2,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C218
9998,E-paper Mobile Web,2021-03,A002,224977,74870,36383,11585,75.37,"The site takes too long to load on average phones.
People didn’t wait around.",C218
9999,E-paper Mobile Web,2021-04,A003,197259,62935,25425,13025,94.51,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C218
10000,E-paper Mobile Web,2021-05,A003,199155,63745,29965,9670,31.5,nan,C218
10001,E-paper Mobile Web,2021-06,A004,196673,60670,9257,17658,61.11,"The site takes too long to load on average phones.
People didn’t wait around.",C218
10002,E-paper Mobile Web,2021-07,A003,164876,65912,42381,13274,104.65,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C218
10003,E-paper Mobile Web,2021-08,A002,156792,32992,33583,11181,58.73,"The site takes too long to load on average phones.
People didn’t wait around.",C218
10004,E-paper Mobile Web,2021-09,A004,153299,57050,19468,9450,89.92,nan,C218
10005,E-paper Mobile Web,2021-10,A001,215991,40477,34082,20794,70.0,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C218
10006,E-paper Mobile Web,2021-11,A003,244831,63344,9987,6878,73.09,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C218
10007,E-paper Mobile Web,2021-12,A004,154471,62584,39472,14385,38.75,nan,C218
10008,Mobile App Beta,2021-01,A001,85697,85268,15963,15226,48.76,"The site takes too long to load on average phones.
People didn’t wait around.",C218
10009,Mobile App Beta,2021-02,A001,190599,83734,7941,19416,78.85,nan,C218
10010,Mobile App Beta,2021-03,A002,193343,69187,16942,20895,56.2,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C218
10011,Mobile App Beta,2021-04,A004,247259,93923,28549,23156,58.6,"The site takes too long to load on average phones.
People didn’t wait around.",C218
10012,Mobile App Beta,2021-05,A004,189629,94574,15951,18345,89.93,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C218
